label,text
1,telecomworldwire 7 april 2006 tj group plc sells stake morning digital design oy finnish company tj group plc said friday 7 april signed agreement selling shares morning digital design oy edita oyj
1,finnish security privacy software solutions developer stonesoft oyj said january 7 2008 preliminary sales stonegate products grew 59 pct year year 3 6 mln euro 5 3 mln fourth quarter 2007
0,company slipped operating loss eur 2 6 million profit eur 1 3 million
1,operating profit nine month period increased eur13 6 net sales increased eur394 7 compared corresponding period 2005
1,said contract estimated contribute eur150m net sales 2010
1,ebitda year 2009 improved eur484m compared eur472m 2008
1,synergy benefits start materialise second quarter
0,sanoma news advertising sales decreased 22 year
1,metsaliitto however narrowed net loss second quarter 2007 5 0 mln euro 6 9 mln 61 mln euro 83 7 mln year ago
1,iso certification demonstrates moving forward quality commitments customers
0,uncommonly weak snow conditions nearly every market affected first quarter result chief executive roger talermo said
0,airline share price closed slightly x20ac 12 51 15us 74 helsinki
1,done logistics largest order norway diversified group said
1,contract cramo sverige subcontractor brinkab ab provide scaffolding installations lkab new pellets plant kiruna northern sweden
1,eps grew 0 04 eur 0 02 eur
0,january june 2010 diluted loss per share stood eur0 3 versus eur0 1 first half 2009
1,past decade gradually divested noncore assets bought several sports equipment makers including california based fitness products international sparks nevada based atec leading maker baseball softball pitching machines
0,55 workers l affected close
1,portion 12 5 million recorded part winnings prior patent dispute finnish phone maker nokia oyj
1,according kesko company agreed city administration lease building 2006 resettlement construction five star hotel hilton 120 rooms
1,lidskoe pivo investment program foresees integrated modernization production updating transport logistics infrastructure developing new marketing instruments mikshis said
0,net sales whole fiscal year 2008 lower 2007 operating profit estimated 0
1,annual thesis contest aimed enhance thesis quality strengthen thesis culture polytechnics
0,result company decided implement fixed term temporary lay offs
1,operating profit totalled eur 5 8 mn loss eur 1 7 mn fourth quarter 2009
0,said losing five families month economy many make alternative arrangements save money
0,operating profit totalled eur 9 6 mn eur 42 0 mn year
1,finnish rautaruukki awarded contract supply install steel superstructures partihallsf rbindelsen bridge gothenburg sweden
1,company said supply wcdma 3g hspa radio network including modular high capacity nokia flexi wcdma base station east java bali sumatra batam
0,contracts employees 96 blue collar workers ended march august 2011
1,excluding non recurring items pre tax profit surged 45 eur80m
1,operating profit grain trading increased eur 2 0 mn eur 1 4 mn 2005
0,adpnews feb 3 2010 finland based steel maker rautaruukki oyj hel rtrks ruukki said today slipped larger expected pretax loss eur 46 million usd 64 5 fourth quarter 2009
1,energy efficient data center built combining effective energy solution state art technology
1,operating profit improved eur 20 3 mn eur 11 4 mn
0,services firm tietoenator bucking general trend holding flat 22 70 eur slipping back earlier gains
1,stock rose second day wednesday bringing two day rise gbx12 0 2 0
0,finnish management software solutions provider ixonos oyj net profit decreased 369 000 euro 575 000 first quarter 2008 669 000 euro 1 0 mln period 2007
1,ruukki announced signed agreement aker solutions norway supply 24 suction anchors september 2010 kalajoki unit finland
1,new technology improves glass quality consistency increasing throughput
1,result company currently anticipates net sales increase operating result 2
1,employees also better prepared answer calls since already detailed information caller answer phone
1,operating profit rose eur 26 7 mn eur 14 9 mn corresponding period 2006
1,seminar introduced modern clean technologies products financial tools sponsorship programs energy environment projects well potential develop clean energy vietnam
1,recovery evident liquid handling business particularly areas outside europe primarily north america asia
1,department store sales improved 14 eur 1 070 6 mn
1,leading private road ambulance service company finland
1,viking line cargo revenue increased 5 4 eur 21 46 mn cargo volume increased 2 4 70 116 cargo units
1,chain posted sales 298 million euros full 2005 rise 19 5 percent year year
0,divisional sales demand half remained inconsistent added
1,sales increased due growing market rates increased operations
0,demand fireplace products lower expected especially germany
0,last year upm cut production closed mills finland slashed 700 jobs
1,proportion estonian lithuanian passengers tallinn helsinki route also grew july
1,standardised services met 2 reception among customers well itella
1,upm kymmene generated four consecutive quarters 2 free cash flow
0,however increases signaling traffic wastes network resources allows fewer smartphones connect
1,olvi controls 94 percent stake ragutis le coq said annual report published earlier year lithuanian brewery sales reached 15 04 million euros last year rise 20 4 percent 12 49 million euros 2004
1,cision says sale return u k operation profitability
0,january november 2009 group sales totalled eur 7 801 7 mn drop 12 6 period 2008
1,cargotec corporation press release august 26 2008 10 finnish time cargotec macgregor business area providing marine cargo handling offshore load handling solutions received significant offshore crane retrofit order
1,nordea moving new headquarters signifies beginning new era
1,filippova trilateral agreement investment construction technology park st petersburg signed course forum days russian economy opened helsinki today
1,homeware area fiskars provides leading branded products home kitchen interior design
1,first nine months 2010 talvivaara net loss narrowed eur 8 3 million eur 21 9 million period 2009
1,second quarter 2010 group pretax loss narrowed eur 400 000 eur 600 000
1,pretax profit rose eur 17 8 mn eur 14 9 mn 2005
0,web user clicks link contained mail finds bogus site imitates bank retrieves personal banking data
1,new policy also aimed making companies profitable competitive
1,production capacity increase 36 000 85 000 tonnes per year raw material continue recycled paper board
0,operating loss totalled eur 5 2 mn compared loss eur 3 4 mn corresponding period 2008 2009
1,operating profit net sales 12 month period increased respectively eur4 7 eur26 7 compared 2004
1,however sales returned growth april june 2010 ceo pekka eloholma said
0,third original participants dropped due nausea side effects
1,margarine business put good shape last two years making natural addition bunge looking leverage position central northern european markets raisio ceo matti rihko said statement
1,proud contribute creation world class airport facility kone innovative people flow tm solutions
1,company also expects sell products russian region
0,layoffs finland
1,following transaction lundbeck worldwide rights nalmefene excluding north america mexico turkey south korea
0,media advisory ntsb said subsequent testing train detection system intermittently failed
1,transactions would increase earnings per share first quarter eur0 28
1,growth net sales continued favourably middle east africaand asia pacific
1,managing director kari inkinen says sponda leasing operations developed highly favourably
1,according ceo kai telanne company newspapers achieved best financial result ever
0,finnish retail software developer aldata solution oyj reported net loss 11 7 mln euro 17 2 mln 2007 versus net profit 2 5 mln euro 3 7 mln 2006
1,operating profit eur 139 7 mn 23 eur 113 8 mn
1,executive group participate adjustments fixed term 5 salary cut
0,adp news jan 27 2009 finnish industrial machinery company vaahto group ltd oyj hel wat1s said today subsidiary vaahto ltd would cut 15 jobs finland
1,addition kone signed two year maintenance contract escalators
1,according finnish insurance companies tapiola local insurance group l hivakuutus pohjola two fierce storms end july beginning august 2010 felled trees around finland speeded sales forest insurance
1,price kesko share 10 mln euro 15 5 mln recognize gain 4 0 mln euro 6 2 mln disposal included result second quarter 2008
1,austin texas sept 6 texas department transportation awards contract teleste video compression distribution equipment
0,stock hit profit warning finnish rival rautaruukki oyj omx rtrks
1,250 sq 2 691 sq ft store copenhagen premier shopping district inaugurated today strengthening company presence nordic capitals
0,kone said court papers union action delayed repairs elevators federal courthouse jan 21 saltonstall state office building jan 23
0,due rapid decrease net sales personnel reductions carried wider scale initially expected
1,last quarter best quarter 2009 net sales operating margin rose 12 2
1,several growth initiatives chosen geographic areas already ongoing continued noting lindex opened first store czech republic autumn brno
0,high court finland fined seven local asphalt companies lion 117 million operating cartel
1,nokia also noted average selling price handsets declined period though mobile phone profit margin rose 22 percent 13 percent year ago quarter
0,according laavainen raisio food marketing used reactive inconsistent
1,growth expected continue 2008
0,acquisition landsbanken sverige 2009 burdened performance eur 3 0 mn
0,company expects net sales whole 2009 remain 2008 level
1,contracts signed acquire uranium produced sotkamo nickel zinc mine eastern finland owned talvivaara
1,also strengthen ruukki offshore business
1,moderate significant changes resulted significant 24 32 reduction estimated cvd risk
1,original name componenta l subsidiary finnish componenta group changed l components company seen 63 growth q1 2010 comparison q1 2009
0,shares royal sun alliance continued slide back 12 month high 172p last month potential suitor ruled takeover bid
1,earnings per share quarter also higher year year 0 33 eur versus 0 27 market expectations 0 28 eur
0,26 october 2010 finnish environmental management company lassila tikanoja oyj hel lat1v l said today net profit declined eur20 9 first nine months 2010 eur27 6 period year earlier
0,operating profit totaled eur 9 4 mn eur 11 7 mn 2004
1,finnish cargotec kalmar business area providing container handling solutions awarded order ten e one rubber tyred gantry rtg cranes saigon newport company snp vietnam
1,however biohit estimates total net sales continue grow 2009 favourable trends net sales lead profit 2009
1,federal secretary transport communication mexico awarded poyry mexican partner sintra consulting contract connection buenavista cuautitlan suburban railway
1,currently employs 750 people expects headcount reach 1 000 end 2007
1,stable outlook reflects nokia strong market position global mobile handset market strong cash flow generation conservative balance sheet said raab
1,sweden operating profit period review totaled eur 3 4 mn 30 8 corresponding period 2005
1,volumes expected increase next years
0,applying summer work seen laborious stressful
1,london leading shares today jumped almost 100 points 1 7 market opened
0,q1 2009 company operating loss totalled eur 0 3 mn compared profit eur 3 6 mn q1 2008
0,okmetic expects net sales first half 2009 less 2008
0,capacity ease seikku sawmill pori alholma sawmill pietarsaari result 60 people laid around six weeks starting mid may said
1,pretax profit rose eur 1 019 mn eur 1 007 corresponding period 2005
0,adpnews may 4 2010 finnish cutlery hand tools maker fiskars oyj abp hel fisas said today net profit declined eur 12 9 million usd 17m first quarter 2010 eur 17 million correspond
1,according finnish aktia bank managing director jussi laitinen bank aim triple number customers finland next five years
1,9 september 2010 finnish stationery gift retailer tiimari hel tii1v said today net sales rose 2 year year eur5 7 august 2010 driven growth finland demand baltics remained weak
0,dolce gabbana asked european union declare marimekko corporation unikko floral pattern trademark invalid continuing dispute two companies
0,eu commission said earlier fined thyssenkrupp united technologies corp otis schindler ag kone oyj total 992 3 mln eur alleged cartel activity lift market going back twelve years
0,finnish kemira net sales eur decreased eur 1 259 6 mn january june 2009 eur 1 425 1 mn january june 2008
1,according atria president ceo matti tikkakoski company swedish operations significantly improved first quarter
1,earnings per share eps amounted eur0 98 loss eur0 02
1,18 january 2010 finnish consultancy trainers house oyj hel trh1v said last friday resolved issue eur5m hybrid bond domestic investors bid strengthen capital structure
1,nokian capacitors equipment used raise capacity reliability indian grid
1,digia said consolidated net sales january june 2010 eur67 8 9 7 period 2009 eur61 9
1,agreement signed biohit healthcare ltd uk based subsidiary biohit oyj finnish public company develops manufactures markets liquid handling products diagnostic test systems
0,operating loss totalled eur 12 7 mn compared profit eur 17 7 mn first half 2008
1,company said observed current stabilisation prices potential higher prices deliveries first quarter 2011
1,operating profit excluding non recurring items increased 27 eur 81 9 mn eur 64 4 mn corresponding period 2008
1,sales climbed 19 2 pct 1 002 bln eur surpassing 953 mln eur consensus figure
1,end review period nordic aluminium order book stood eur 8 77 mn compared eur 7 04 2005
1,last year lemminkainen completed kouvola k supermarket contract
0,l net profit whole 2010 dropped eur 36 million eur 45 million 2009
1,finnish solutions provider affecto oyj said today frame contract valued eur2m implement next phase insurance application south african mutual federal insurance company limited f
0,net profit three months march 31 fell x20ac 103 million us 165 million x20ac 131 million year earlier finnish company said
1,iggesunds bruk sweden one advanced fully integrated pulp paperboard mills world
0,company reported today operating loss eur0 1 net sales eur4 5 first quarter 2008
1,net interest income totaled eur 15 9 mn compared eur 15 6 mn year earlier
0,stora enso target cut eur 4 85 eur 5 55 holmen target sek 135 sek 150
0,operating profit fell eur 15 1 mn eur 24 6 mn 2006
1,return investment 16 6 compared 15 8 2004
1,september 2010 finnish group agreed buy danish company rose poultry eur23 9 combination cash stock
1,end march 2007 group order book eur 39 6 mn 42 corresponding period 2006
1,operating profit turnover six month period increased respectively eur0 1 eur29 0 compared corresponding period year ago
1,rinkuskiai raised sales 18 1 percent 1 37 million liters sales kauno alus grew 14 3 percent 960 000 liters
1,also 7 7 pct 12 month volume weighted average price stock
1,realignment interests sector clearly way
0,operating profit six month period decreased eur21m net sales increased eur436 9 compared corresponding period 2007
1,srv raise holding company summer 2008 majority
0,top us commerce department published worse expected construction spending figures november
1,banking sampo unchanged 14 24 eur nordea rose 0 42 pct 9 51 eur
1,decision resolve meego stronger continued
1,strong growth continued also china
1,atria group leading scandinavian meat products group
1,cooperation double switch converter capacity
1,helsinki afx kci konecranes said raised stake mmh holdings inc owner us based morris materials handling 90 9 pct 74 5 pct
1,nevertheless fitch notes business fundamentals three banks currently remain sound
1,estonian telecoms company elisa customer numbers cross 400 000 tallinn oct 22 bns estonian telecommunications company elisa approximately 50 000 new clients nine months year bringing number 401 800 end september company said
1,transaction also rationalize pulp paper industry related solutions
1,eps outlook increased 5 6 pct 2007 7 0 pct 2008
1,six breweries recorded 5 2 percent growth domestic beer sales last year 270 21 million liters 256 88 million liters sold 2005
1,net sales operating profit record high company history
0,finnish plumbing heating systems supplier uponor net sales continuing operations decreased 9 4 2008 eur 949 2 mn eur 1 047 4 mn 2007
1,adpnews jun 30 2009 finnish stainless steel maker outokumpu oyj hel out1v said yesterday signed three year eur 900 million usd 1 3 bn revolving credit facility
0,finnish glass technology company glaston oyj abp net profit decreased 2 6 mln euro 3 8 mln first nine months 2007 7 8 mln euro 11 4 mln period 2006
1,result russia import restrictions finnish dairy companies canceled 6 august 2010
1,according finnish pension insurance company varma varma recipient two thirds revenue earnings related pension cover competitive tendering finland
1,w rtsil solution selected low fuel consumption environmentally sound technology global service support
1,2007 marimekko also opened concept stores yokohama nagoya central japan silver spring metropolitan washington dc usa graz central austria aalborg northern denmark
1,rebuilds designed improve machines performance product quality
1,adpnews nov 9 2009 four companies agreed buy combined sek 5 9 billion usd 854m eur 571 8 drug stores offered sale part restructuring swedish stated owned pharmacy monopoly apoteket ab
0,comparable operating profit quarter decreased eur510m sales increased eur860m compared third quarter 2007
1,outokumpu chief executive juha rantanen expressed confidence china market
1,p ferries efficient powerful vessel dover calais route head shipbuilder rauma yard timo suistio said
0,finnish plumbing heating systems supplier uponor temporarily laying whole workforce finland two weeks mid july 2009
0,tightened competition situation production automation market affected net sales 2006 cencorp said
1,planning expand product portfolio harbor segment chief executive pekka lundmark told financial times deutschland
1,companies expect first orders already 2011
1,diluted loss per share narrowed eur 0 27 eur 0 86
0,generated operating loss eur 96 3 mn profit eur 43 9 mn
0,finnish shipping company finnlines grimaldi group reports net sales decreased eur 241 8 mn january june 2009 eur 384 0 mn corresponding period 2008
1,sales latin america increased 42 eur 432mn total 8 7 mn mobile devices sold area representing increase 32 corresponding period 2009
1,new representation extends comptel global presence total 18 countries serving 250 customers 80 countries worldwide
0,talentum net sales september smaller expected
0,growth rate paying national debt extremely painful
1,finnish kci konecranes awarded order four hot metal ladle cranes indian steel producer bhushan steel strips delivered 2007
0,finnish food workers union sel plans hasten collective bargaining two day strike would begin 7 april 2010 finland
1,acquisition sampo bank makes strategic sense db says lindsey liddell director fitch ratings financial institutions group
1,instead elcoteq signed non binding letter intent another asian strategic investor
1,operating profit net sales 12 month period increased respectively eur10 5 eur28 8 compared financial year 2004
1,service fesco telling example strengthening relationship logistics companies operators international level
0,changes market situation tougher price competition substantially reduced demand bread packaging manufactured kauhava plant according company
1,one attractive factor tablets media companies provide new way making money
1,net sales went 1 year year eur 29 million affected business acquisitions realized previous financial period effect eur 5 1 million review period
1,change optimize operational efficiencies growing business said julia prohaska director marketing communications fiskars
0,consolidated operating profit continuing operations decreased 62 3 eur 51 2 mn eur 135 7 mn 2007
1,citigroup inc nyse c announced global transaction services gts business awarded new mandate finland based pohjola bank group
0,food sales totalled eur 323 5 mn october 2009 representing decrease 5 5 october 2008
1,jobs transferred finland however
1,q1 2010 18 may 2010 finnish electrical components maker salcomp oy hel sal1v said today turned net profit eur1 6 first quarter 2010 versus loss eur2m corresponding period last year
1,finnish bank land reports operating profit rose eur 21 3 mn second quarter 2009 eur 6 1 mn corresponding period 2008
1,earnings per share eps amounted eur0 03 loss eur0 08
1,separately yit corporation austrian firm e ag last week signed agreement sale e building system service business germany austria poland czech republic hungary romania eur 55 mln
0,operating profit 12 month period decreased eur28 2 net turnover increased eur313 42 compared financial year 2004
1,wartsila contract october 2007 plant installed manturovo kostroma region russia 600 km northeast moscow russia
0,finnair said cancellation flights would cause daily losses x20ac 2 5 million us 3 million
1,completion recycling plant important link chain creating waste management system dubna region meets eu standards
1,overall pleased startup curve pleased quality paper stora spokeswoman patricia dietz said tuesday
1,china finnish kone provides elevators escalators solutions modernisation maintenance build 342 escalators installed high speed railway section beijing shanghai 1 5 years time
1,h kan dahlstr head mobility services teliasonera forecast mobile data volume teliasonera network sweden rise eight fold 200 000 tb 2014
0,group operating loss eur 0 8 mn profit eur 2 5 mn 2004
1,first nine months 2010 company net loss narrowed eur415 000 eur7 4 corresponding period 2009
1,finnish electronics manufacturer pkc group oyj omx helsinki pkc1v said wednesday 31 december completed acquisition man nutzfahrzeuge ag cable harness business man star trucks buses spolka zoo poland
1,upgrade intended raise network capacity 450 mhz 630 mhz several cities enabling bi directional services digital television well broadband data
1,memorandum understanding mou parties collaborate preparing implementing joint projects fields combined power heat generation environmental protection energy efficient technologies
1,eps quarter eur0 00 compared eur0 01 third quarter 2008 representing group net sales third quarter eur15 3 2 8 compared eur14 9 third quarter 2008
0,nokia share price fell less one percent 18 70 euros 25 41 helsinki siemens shares fell 1 02 percent 90 19 euros 122 57 frankfurt
0,bad news barbeque season
1,terms financing approved annual general meeting company held june 30 2010
1,last year net sales rose eur 68 3 million eur 62 2 million
0,jan 6 ford struggling face slowing truck suv sales surfeit date gotta cars
0,total headcount reduction 50 persons company said
1,continuing operations turned operating loss eur 0 1 mn slight improvement loss eur 0 2 mn year earlier
1,according hkscan finland plan increase j rvi suomen portti net sales eur 80mn eur 100mn
0,ferries run trouble outside stockholm archipelago made 20 000 islands
1,clothing chain sepp l net sales increased 7 0 eur 30 8 mn
1,finnish sampo bank danish danske bank group reports profit taxes eur 152 3 mn 2010 eur 32 7 mn 2009
1,line plans focus selected growth segments streamline corporate structure
1,nordea sees return 2 growth baltic countries 2011
0,number salaried employees group administration employees dismissed sievi units 17
1,net sales surged 30 eur 36 million
1,january traffic measured revenue passenger kilometres rpk went 3 2 capacity measured available seat kilometres ask rose 12 2
1,commission applauded applying fact based data driven approach providing clarity future petitions
1,sale healthcare trade business supports oriola kd strategy focus pharmaceutical wholesale retail businesses
0,prosecutor also demanding outokumpu pay fine eur 800 000
1,win oems targeting develop wimax products
1,brazilian unit finnish security solutions provider f secure signed 1 500 new clients last year online news source reseller web quoted division commercial director vladimir brand saying
0,result company temporarily lay 25 whole personnel approximately 270 persons kirkkonummi nivala factories
1,total delivery volume paper businesses 2010 1 155 000 tonnes 1 132 000 tonnes 2009
1,eurochem head corporate finance alexander gavrilov said pleased confirmed eurochem able attract long term funds attractive rates
1,upm deliveries increased third quarter 4 percent efficiency operations improved chief executive jussi pesonen said
1,london afx shares rautaruukki corp upgraded hold sell abn amro price target raised 25 75 eur 14 5 said dealers
1,addition russia seek additional growth ukraine
1,finnish electronics manufacturing services company elcoteq signing cooperation agreement japanese mobile phone manufacturer bypasses elcoteq tallinn says jan kotka ceo elcoteq tallinn
0,asian traffic declined 3 4 per cent
0,offer deemed low finnlines board stands 4 pm tomorrow
1,world second largest stainless steel maker said net profit three month period dec 31 surged euro603 million us 781 million euro3 33 us 4 31 per share euro172 million euro0 94 per share previous year
1,raisio divisions recorded operating profit
1,however total orders received still last year levels
1,cash flow operations totalled eur 7 4 mn compared 0 eur 68 6 mn second quarter 2008
0,international electronic industry company elcoteq laid tens employees tallinn facility contrary earlier layoffs company contracted ranks office workers daily postimees reported
1,developers project predict completed april 2009 skanssi attract 4 5 million visitors annually
1,helsinki thomson financial kemira growhow swung profit first quarter earnings improved sales especially fertilizer business europe normally stronger first quarter
1,operating profit rose eur 13 1 mn eur 8 7 mn corresponding period 2007 representing 7 7 net sales
1,third order awarded outokumpu technology shalkiya zinc kazakhstan shalkiya zinc lead project kazakhstan
1,superior customer centricity expertise digital services set us apart competitors
0,paper companies 0 territories stora enso r shedding 1 62 pct 12 73 eur upm kymmene 0 80 pct 18 64 eur real b 0 18 pct lower 5 57 eur
1,divestment raisio margarine business may 2009 gave company clearer focus grain based products
1,largest elevator market world chinese output elevators continued rise 262 000 units 2009 5 yr yr
1,poyry good track record major transportation projects latin america
1,upm kymmene generated seventeen consecutive quarters 2 cash flow operations
1,finnish industrial investor panostaja oyj omx helsinki pnaas omx helsinki pnabs said friday 11 july signed deal acquire entire share capital kospa oy manufacturer waste disposal equipment
1,pleased efforts negotiating teams look forward productive four years ahead
0,result negotiations amount employment contracts terminated 13
1,return capital employed rose 4 8 percentage points 19 6
1,previously company anticipated operating profit improve period
0,chuck smith laid may 30 90 000 housing consultant job wife cut spending half family six rely wife income alone
1,newly created position established strengthen amer sports management strategic planning execution
0,last year third quarter result burdened costs stemming restructuring us
1,implementing software finnish army aims unify improve operations application areas qpr software stated
0,finland bank land reports operating profit fell eur 6 1 mn second quarter 2008 eur 7 5 mn second quarter 2007
1,kauko telko ltd press release 19 06 2007 14 00 1 1 telko group kauko telko expanding strategic partnership bp industrial lubricants services bp ils acquiring total ownership bp swedish retail company molub alloy ab
0,antti orkola president kemira growhow industrial solutions unit told thomson financial news company put opening mine prices phosphate quite depressed long time
1,atria launch campaign september promote campomos brand moscow market said
0,operating profit decreased eur 11 2 mn eur 16 6 mn
1,last year sysopen digia invested ibm product know building portal trading place systems successfully implemented customer solutions supported
1,olvi posted strong set figures first six months year
1,advertising circulation revenues grew 3 4 0 4 respectively
0,operating profit nine month period decreased eur19 9 net sales increased eur155 7 compared corresponding period 2007
1,acquisition kaupthing sverige bring significant 2 non recurring addition group performance
1,gives us sense pride exposure said bruce hansen svh sales representative wolverine
1,raute said order worth around 15 mln eur supply several plywood production lines mills operated russian wood products company sveza group
0,capacity cut 1 4 passenger load factor 7 8 percentage points
0,addition company reduce maximum ten jobs
0,external net sales printing business fell 43 7 partly due termination printing contract ilkka yhtyma printing house print oy sector player hss media ab december 2009 fall printing prices
1,elektrobit eb renewed infrastructure contract ict services provider fujitsu services eb patja service
1,following acquisition relacom strengthen presence finland serving operators office market mobile fixed networks construction installation maintenance services
1,self service automation bigger role fujitsu global resources exploited effectively
1,actions expected deliver annual cost savings eur15 20m
0,operating margin came 2 4 5 7
0,dollar fell though pound yen
0,f secure also point logical weakness sequenced numbers card approach apparently already utilised
1,diesel margin remained high
1,shares standard chartered stan rose 1 2 ftse 100 royal bank scotland rbs shares rose 2 barclays shares barc bcs 1 7
1,operating profit improved 44 0 er 4 7 mn eur 3 3 mn 2004
1,helsinki thomson financial real said exercise option buy 50mw natural gas power plant land kyroskoski finland around 13 mln eur kyro oyj
1,operating profit eur 24 5 mn eur 23 0 mn
1,revenue grew 1 percent euro742 2 million us 964 million euro735 million
1,thanksto improvements demand adjustments made theutilization rates cramo fleet substantiallyimproved
1,madison wis feb 6 prnewswire fiskars announces united states patent trademark office granted trademark registration color orange iconic scissor handles
1,glad long co operation sodra continues comments stig goran sandberg affecto area manager baltic operations
0,according company staff laid temporarily necessary
1,2006 kone received order aker yards supply 43 customised elevators first genesis cruise ship scheduled completed 2009
1,according viking line managing director nils erik eklund company board directors satisfied viking line performance
1,operating profit turnover three month period increased respectively eur0 9 eur8 3 compared corresponding period 2005
1,hand montevideo said two mills working area generate jobs
1,net sales totaled eur 93 6 mn eur 93 2 mn corresponding period 2005
1,commission income increased 22 eur 4 4 mn lending volume rose 13 5
1,28 october 2010 finnish wood products technology supplier raute oyj hel rutav said today swung net profit eur3m first nine months 2010 versus net loss eur5 2 period year earlier
1,growth strongest f secure operator isps mobile operators cable operators business
1,unit costs flight operations fell 6 4 percent
1,operating profit net sales six month period increased respectively eur13 8 eur143 6 compared corresponding period 2007
1,proving good cellphone design truly work art website nokia 6131 provides colorful canvas expression mobile inspired sentiments
1,eur928 000 q1 2010 6 may 2010 finnish textile clothing design company marimekko oyj hel mmo1v said today net profit rose eur928 000 first quarter 2010 eur13 000 corresponding period year earlier
1,furthermore efficiency improvement measures initiated earlier bearing fruit ceo jan lang said
0,earnings per share eps amounted loss eur0 05
1,geosentric oyj geosolutions business unit gypsii mobile digital lifestyle application geo mobility social networking platform signed agreement nanjing mynet make gypsii mobile social networking platform available customers china mobile
1,companies ready invest funds deal rostelecom rts rtkm
1,according company operating profit excluding non recurring items fourth quarter 2009 significantly better expected also better figures fourth quarter 2008
1,one colleagues summed e7 quite aptly remarked fantastic hardware
1,kazgiprotsvetmet outotec finland signed agreement strategic cooperation marketing providing minerals processing metallurgical plants related services kazakhstan surrounding countries
1,focus improving profitability next year streamlining operations
1,optimization steel components heating process reduce energy consumption
1,new office located shenzhen strengthen vaisala already 10 year old presence china
1,adapter awarded certified integration sap netweaver endorsement integrates basware invoice automation procurement solutions 200 different erp systems
0,cencorp net sales first quarter estimated eur0 9 1 2 compared eur4 5 first quarter 2008
1,omx nordic 40 omxn40 index comprising 40 traded nordic stocks nasdaq omx exchange closed 0 43 1 138 84 points wednesday
1,cooper sh uk distributor lift equipment manufacturer konecranes five year deal involves low maintenance fuel saving technologies
1,airline ordered nine airbus a350 900 aircraft deliveries 2011 becomes lead airline latest variant rolls royce trent series engines called 1700
1,outokumpu finland stainless steel manufacturer plans enter supply agreement indian railways
0,addition 29 employees laid notice whole workforce laid short periods needed
1,leipurin growing rapidly internationalizing group
1,members partners use mostly apparent increased efficiency results service observes perttu puro tradeka
1,january september 2007 group net sales continuing operations rose eur 213 1 mn eur 172 6 mn corresponding period 2006
1,contract demonstrates ability apply minerals metals technologies adjacent industries oil shale processing
1,finnish fibers plastic products maker suominen corporation said net loss continuing operations narrowed 1 8 mln euro 2 3 mln 2006 3 7 mln euro 4 8 mln 2005
1,operating profit turnover six month period increased respectively eur17 6 eur1149 9 compared corresponding period 2007
1,operating profit eur 0 6 mn loss eur 19mn year earlier
1,pilot project proved rifd technology ideal purposes comments olli saarinen material handling supervisor yara
1,eps improved eur0 38 eur0 27
0,acando ab acanb ss fell 8 9 percent 13 35 kronor lowest close since dec 11
0,layoffs also take place suomussalmi kuhmo plants autumn result codetermination negotiations held
1,danske bank danske dc jumped 3 7 percent 133 4 kroner rebounding yesterday 3 5 percent slide
0,operating profits half 0 8 0 9 glisten invested brand management team
1,subdivision made sales revenues last year eur 480 7 million eur 414 9 million 2008 operating profits eur 44 5 million eur 7 4 million
1,use natural fibers make clothes comfortable allow skin breathe eco friendly
0,2009 comptel slipped net loss eur2 1 profit eur6 6 previous year
0,finnish construction company yit reducing number start ups market financed residential units 2007 2 300 previously announced 2 700
1,profit period increased eur 2 9 mn eur 10 5 mn
0,operating profit excluding non recurring items totalled eur 1 0 mn eur 1 6 mn
1,bg ad bulgaria leading internet company
0,sales mid strength beer decreased 40
1,pretax profit jumped eur 21 9 million eur 3 1 million
1,pleased working fujitsu ntt docomo advance progress lte said juergen walter head converged core nokia siemens networks
1,district court helsinki dismissed charges court first instance 2005
0,moment valio worried ban continues long may become quite problem
1,rory fitzgerald general manager operations bristol port said use low maintenance technology save 30 per cent servicing plus load sensing hydraulics save us extra 15 30 per cent fuel consumption
0,survey conducted taloustutkimus sampo life shows companies badly prepared losing key staff members
1,sales department store division increased 15 sales clothing store subsidiary seppala increased 8 meanwhile sales hobby hall decreased 12
1,finnish software developer done solutions oyj said net profit increased 3 5 mln euro 4 6 mln 2006 2 3 mln euro 3 0 mln 2005
1,according real ceo mikko helander transaction enable company proceed swiftly restructuring program
0,stora enso oyj said second quarter result would fall half compared period 2007
1,furthermore fully electrically driven cranes environmentally friendly
0,pretax loss totalled eur 49 9 mn compared loss eur 15 4 mn corresponding period 2008
1,global sports equipment maker amer sports corp whose brands include atomic salomon wilson saw 64 percent increase third quarter net profit euro 47 4 million 65 million strong sales cost cuts
0,adp news apr 22 2009 finnish business information systems developer solteq oyj hel stq1v said today net loss widened eur 189 000 usd 245 000 first quarter 2009 eur 10 000 peri
1,transaction able participate developing industry
0,strike finnair estimates incur net loss eur2m eur2 5 per day
1,aim achieve eur 2 5 mn yearly savings
1,pretax profit totalled eur 2 0 mn compared loss eur 159 2 mn fourth quarter 2008
1,company turned earnings per share eps eur 0 03 versus loss per share eur 0 01
0,comparable operating profit decreased eur 13 8 mn eur 17 1 mn corresponding period 2005
1,sales vat inclusive expanded 19 percent 351 million euros
0,operating profit 2009 lower outlook published earlier
0,net sales eaten weak us dollar
1,operating profit improved 39 9 eur 18 0 mn eur12 8 mn
0,upm said move lower net profit x20ac 385 million us 520 million second quarter mainly due impairment charges
